event_date,event_timestamp,event_name,user_pseudo_id,ga_session_id,session_index,event_previous_timestamp,event_bundle_sequence_id,platform,app_version,device_os,country,state,city,traffic_source,traffic_medium,traffic_campaign,firebase_screen,firebase_screen_class,page_path,loan_product,customer_segment,employment_type,preapproved,offer_id,loan_amount_brl,installments,monthly_rate_pct,cet_pct,net_disbursed_brl,biometric_result,document_type,contract_id,error_code,support_channel,engagement_time_msec,is_conversion,activity
20260320,2026-03-20 11:55:10,session_start,user_125877,1006055048,5119,,1,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,,,/session_start,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,5074,0,session_start
20260320,2026-03-20 11:55:12,screen_view,user_125877,1006055048,5119,2026-03-20T11:55:10,2,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,home,HomeActivity,/home,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,3356,0,home
20260320,2026-03-20 11:55:17,login,user_125877,1006055048,5119,2026-03-20T11:55:12,3,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,,,/login,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,9881,0,login
20260320,2026-03-20 11:55:23,screen_view,user_125877,1006055048,5119,2026-03-20T11:55:17,4,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,credito_hub,CreditoHubActivity,/credito/consignado,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,6594,0,credito_hub
20260320,2026-03-20 11:55:31,eligibility_check,user_125877,1006055048,5119,2026-03-20T11:55:23,5,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,,,/credito/consignado/elegibilidade,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,6696,0,eligibility_check
20260320,2026-03-20 11:55:34,screen_view,user_125877,1006055048,5119,2026-03-20T11:55:31,6,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,simulator,SimulatorActivity,/credito/consignado/simulador,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,1716,0,simulator
20260320,2026-03-20 11:55:43,amount_change,user_125877,1006055048,5119,2026-03-20T11:55:34,7,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,,,/credito/consignado/proposta,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,1371,0,amount_change
20260320,2026-03-20 11:55:51,installments_change,user_125877,1006055048,5119,2026-03-20T11:55:43,8,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,,,/credito/consignado/proposta,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,6836,0,installments_change
20260320,2026-03-20 11:55:55,rate_view,user_125877,1006055048,5119,2026-03-20T11:55:51,9,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,,,/credito/consignado/proposta,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,2995,0,rate_view
20260320,2026-03-20 11:55:59,proposal_start,user_125877,1006055048,5119,2026-03-20T11:55:55,10,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,,,/credito/consignado/proposta,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,7916,0,proposal_start
20260320,2026-03-20 11:56:00,screen_view,user_125877,1006055048,5119,2026-03-20T11:55:59,11,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,auth,BiometricAuthActivity,/credito/consignado/autenticacao,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,6045,0,auth
20260320,2026-03-20 11:56:05,biometric_auth_start,user_125877,1006055048,5119,2026-03-20T11:56:00,12,ANDROID,7.43.0,Android 14,BR,BA,Salvador,paid_search,cpc,cross_sell_folha,,,/credito/consignado/autenticacao/biometria,credito_consignado,Aposentado,INSS,0,,1000.0,36,2.35,3.1,959.46,,,,,,8039,0,biometric_auth_start
