ga_session_id,user_pseudo_id,session_date,total_events,total_engagement_sec,conversions,converted,unique_screens,loan_amount_brl,net_disbursed_brl,platform,app_version,device_os,country,city,traffic_source,traffic_medium,traffic_campaign,state,cluster
1005594895,user_132430,2026-03-07,18,86.7,0,0,5,3000.0,2856.23,IOS,7.42.0,iOS 18,BR,São Paulo,organic,organic,retargeting_preaprovado,SP,2
1024800991,user_135232,2026-03-27,18,100.3,0,0,5,5000.0,4697.08,IOS,7.43.0,iOS 18,BR,São Paulo,organic,organic,(not set),SP,2
1027619919,user_134882,2026-03-23,18,98.6,0,0,5,20000.0,18761.13,IOS,7.43.0,iOS 18,BR,Belo Horizonte,in_app_banner,app_internal,campanha_marco_consignado,MG,2
1042592814,user_133853,2026-03-21,19,77.7,0,0,5,1500.0,1444.1,IOS,7.43.0,iOS 18,BR,Salvador,paid_search,cpc,retargeting_preaprovado,BA,2
1045893388,user_100461,2026-03-09,20,102.5,0,0,5,2000.0,1912.25,ANDROID,7.41.1,Android 14,BR,São Paulo,paid_search,cpc,always_on_credito,SP,2
1047349927,user_117151,2026-03-29,19,91.2,0,0,5,20000.0,19653.85,IOS,7.41.0,iOS 18,BR,Salvador,in_app_banner,app_internal,retargeting_preaprovado,BA,2
1047488541,user_117793,2026-03-28,19,105.8,0,0,5,2000.0,1963.81,IOS,7.41.0,iOS 18,BR,Salvador,in_app_banner,app_internal,(not set),BA,2
1059779796,user_122398,2026-03-02,18,86.0,0,0,5,2000.0,1890.41,IOS,7.41.1,iOS 18,BR,Porto Alegre,organic,organic,campanha_marco_consignado,RS,2
1062064817,user_106862,2026-03-11,20,91.2,0,0,5,5000.0,4634.85,ANDROID,7.41.1,Android 14,BR,Rio de Janeiro,crm_email,email,retargeting_preaprovado,RJ,2
1064742125,user_112033,2026-03-19,19,83.0,0,0,5,5000.0,4949.38,IOS,7.41.1,iOS 18,BR,Belo Horizonte,direct,(none),always_on_credito,MG,2
1067076133,user_133583,2026-03-01,18,96.2,0,0,5,30000.0,27629.47,ANDROID,7.41.1,Android 14,BR,Salvador,crm_email,email,cross_sell_folha,BA,2
1073008954,user_137797,2026-03-17,19,109.0,0,0,5,10000.0,9827.64,IOS,7.42.0,iOS 18,BR,Rio de Janeiro,crm_email,email,cross_sell_folha,RJ,2
1085381528,user_121972,2026-03-13,19,101.1,0,0,5,5000.0,4810.8,IOS,7.41.0,iOS 18,BR,Curitiba,paid_search,cpc,retargeting_preaprovado,PR,2
1090513219,user_113235,2026-03-25,19,94.9,0,0,5,1500.0,1384.8,IOS,7.42.0,iOS 18,BR,Salvador,paid_search,cpc,always_on_credito,BA,2
1095301435,user_116210,2026-03-28,19,104.4,0,0,5,5000.0,4703.39,IOS,7.43.0,iOS 18,BR,Rio de Janeiro,direct,(none),campanha_marco_consignado,RJ,2
1096667706,user_113720,2026-03-27,18,81.9,0,0,5,7000.0,6660.11,IOS,7.42.0,iOS 18,BR,Curitiba,crm_email,email,(not set),PR,2
1099739168,user_132738,2026-03-31,19,104.5,0,0,5,7000.0,6871.58,ANDROID,7.41.1,Android 14,BR,São Paulo,push,push_notification,always_on_credito,SP,2
1139095081,user_109672,2026-03-20,19,95.6,0,0,5,7000.0,6819.61,ANDROID,7.42.0,Android 14,BR,Rio de Janeiro,direct,(none),(not set),RJ,2
1144267283,user_131881,2026-03-22,19,77.9,0,0,5,30000.0,29610.86,IOS,7.43.0,iOS 18,BR,São Paulo,direct,(none),always_on_credito,SP,2
1146535557,user_118303,2026-03-04,20,99.8,0,0,5,20000.0,18714.65,IOS,7.43.0,iOS 18,BR,Porto Alegre,direct,(none),(not set),RS,2
1151264545,user_137936,2026-03-02,18,99.1,0,0,5,15000.0,13985.39,ANDROID,7.41.0,Android 14,BR,Porto Alegre,organic,organic,retargeting_preaprovado,RS,2
1163927634,user_122422,2026-03-27,18,75.2,0,0,5,1500.0,1413.41,IOS,7.41.0,iOS 18,BR,Salvador,push,push_notification,(not set),BA,2
1166980230,user_112779,2026-03-20,19,89.5,0,0,5,2000.0,1877.72,ANDROID,7.42.0,Android 14,BR,Belo Horizonte,crm_email,email,always_on_credito,MG,2
1175746576,user_127221,2026-03-27,18,92.7,0,0,5,30000.0,28881.18,ANDROID,7.41.1,Android 14,BR,Curitiba,direct,(none),(not set),PR,2
1184437825,user_107322,2026-03-16,17,70.1,0,0,5,1000.0,963.21,IOS,7.41.1,iOS 18,BR,São Paulo,crm_email,email,always_on_credito,SP,2
1203069604,user_106726,2026-03-11,17,62.6,0,0,5,30000.0,29031.26,ANDROID,7.42.0,Android 14,BR,São Paulo,crm_email,email,always_on_credito,SP,2
