ga_session_id,user_pseudo_id,session_date,total_events,total_engagement_sec,conversions,converted,unique_screens,loan_amount_brl,net_disbursed_brl,platform,app_version,device_os,country,city,traffic_source,traffic_medium,traffic_campaign,state,cluster
1002188072,user_110801,2026-03-09,15,62.8,0,0,5,15000.0,14207.85,IOS,7.42.0,iOS 18,BR,São Paulo,direct,(none),cross_sell_folha,SP,3
1005116913,user_115399,2026-03-25,15,67.9,0,0,5,5000.0,4942.94,IOS,7.42.0,iOS 18,BR,Curitiba,direct,(none),retargeting_preaprovado,PR,3
1025698659,user_127887,2026-03-31,15,62.9,0,0,5,20000.0,18509.42,IOS,7.43.0,iOS 18,BR,Salvador,organic,organic,campanha_marco_consignado,BA,3
1072390560,user_100478,2026-03-23,16,82.6,0,0,5,2000.0,1858.83,IOS,7.42.0,iOS 18,BR,Belo Horizonte,in_app_banner,app_internal,cross_sell_folha,MG,3
1075574310,user_101288,2026-03-03,16,85.7,0,0,5,2000.0,1975.96,IOS,7.41.0,iOS 18,BR,Salvador,in_app_banner,app_internal,cross_sell_folha,BA,3
1086327398,user_125113,2026-04-01,17,87.1,0,0,5,20000.0,19601.97,IOS,7.43.0,iOS 18,BR,Rio de Janeiro,in_app_banner,app_internal,always_on_credito,RJ,3
1087337425,user_136033,2026-03-06,16,78.8,0,0,5,10000.0,9761.13,IOS,7.41.1,iOS 18,BR,Salvador,organic,organic,(not set),BA,3
1092237119,user_122248,2026-03-09,16,85.6,0,0,5,5000.0,4858.66,ANDROID,7.41.1,Android 14,BR,Belo Horizonte,direct,(none),always_on_credito,MG,3
1099981184,user_116715,2026-03-14,16,74.8,0,0,5,5000.0,4600.53,ANDROID,7.41.0,Android 14,BR,São Paulo,push,push_notification,campanha_marco_consignado,SP,3
1101681971,user_106994,2026-03-18,16,65.7,0,0,5,15000.0,14467.02,IOS,7.42.0,iOS 18,BR,Rio de Janeiro,paid_search,cpc,always_on_credito,RJ,3
