ga_session_id,amount_change→installments_change,auth→biometric_auth_start,biometric_auth_result→contract,biometric_auth_result→documents,biometric_auth_result→retry_click,biometric_auth_start→biometric_auth_result,contract_abandon→user_engagement,contract_accept→status,contract_review→contract_abandon,contract_review→contract_accept,contract→contract_review,credito_hub→eligibility_check,credito_hub→preapproved_offer_view,disbursement_success→user_engagement,document_pending_analysis→user_engagement,document_upload→document_pending_analysis,document_upload→document_upload,document_upload→help,documents→document_upload,eligibility_check→offer_unavailable,eligibility_check→simulator,help→support_contact_start,home→credito_hub,home→login,installments_change→rate_view,login→credito_hub,offer_unavailable→user_engagement,preapproved_offer_view→offer_unavailable,preapproved_offer_view→simulator,proposal_approved→user_engagement,proposal_start→auth,rate_view→proposal_start,rate_view→simulation_save,retry_click→biometric_auth_result,session_end_intent→user_engagement,session_start→home,simulation_save→session_end_intent,simulator→amount_change,status→disbursement_success,status→proposal_approved,support_contact_start→contract
1000117521,0.16684805160071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22206544093360472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1848352043648659,0.16684805160071822,0.1848352043648659,0.0,0.0,0.23001852905665718,0.0,0.0,0.0,0.395338012562697,0.0,0.638844875494168,0.15883460082834175,0.395338012562697,0.16684805160071822,0.0,0.0,0.0
1000164673,0.12442855308486303,0.15651213876956568,0.18610141186211174,0.0,0.39191213258876606,0.15651213876956568,0.0,0.2019155362297212,0.0,0.2019155362297212,0.17574753127980228,0.0,0.16560745684729117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423838816964258,0.0,0.12442855308486303,0.0,0.0,0.0,0.17153854946847444,0.40263122927551176,0.15651213876956568,0.15651213876956568,0.0,0.39191213258876606,0.0,0.11845244443236445,0.0,0.12442855308486303,0.0,0.2260454722609816,0.0
1000264370,0.14736113275506688,0.18535782573370752,0.22040049634438946,0.0,0.0,0.18535782573370752,0.0,0.23912921433206114,0.0,0.23912921433206114,0.20813836250779963,0.29649261861054693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3036792341961913,0.0,0.40548632442467863,0.0,0.14736113275506688,0.0,0.0,0.0,0.0,0.0,0.18535782573370752,0.18535782573370752,0.0,0.0,0.0,0.14028360819445476,0.0,0.14736113275506688,0.47637472245080975,0.0,0.0
1002188072,0.17042102444308077,0.21436365179538375,0.254889994888987,0.0,0.0,0.21436365179538375,0.0,0.0,0.5032715893402051,0.0,0.2407090139802477,0.0,0.22682086829443357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468939085321581,0.0,0.17042102444308077,0.0,0.0,0.0,0.23494426807293517,0.0,0.21436365179538375,0.21436365179538375,0.0,0.0,0.0,0.16223596937740498,0.0,0.17042102444308077,0.0,0.0,0.0
1002218865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2616032807969194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6325537089422179,0.0,0.0,0.0,0.14403757607311726,0.0,0.14403757607311726,0.6889306199976851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12377593856359674,0.0,0.0,0.0,0.0,0.0
1003005693,0.21687291903709094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28864574641710855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24025303218616165,0.21687291903709094,0.24025303218616165,0.0,0.0,0.29898335252073405,0.0,0.0,0.0,0.5138694037373174,0.0,0.0,0.2064568521792995,0.5138694037373174,0.21687291903709094,0.0,0.0,0.0
1003669727,0.1965538776670632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3954690955343574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40505477891132224,0.0,0.0,0.2177434845582703,0.1965538776670632,0.2177434845582703,0.0,0.0,0.0,0.0,0.0,0.0,0.46572446374347565,0.0,0.0,0.1871137025634665,0.46572446374347565,0.1965538776670632,0.0,0.0,0.0
1003926535,0.1851844370714338,0.23293377279024277,0.27697087476682003,0.0,0.0,0.23293377279024277,0.0,0.3005067083531519,0.0,0.3005067083531519,0.2615614088556305,0.0,0.2464701462065638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20514835470301512,0.1851844370714338,0.20514835470301512,0.0,0.0,0.25529726844693307,0.0,0.23293377279024277,0.23293377279024277,0.0,0.0,0.0,0.1762903184045078,0.0,0.1851844370714338,0.0,0.3364187921131475,0.0
1004518446,0.17204779109563684,0.21640987608842768,0.25732306642526376,0.0,0.0,0.21640987608842768,0.0,0.27918931093349375,0.0,0.27918931093349375,0.24300671990117118,0.3461625135095315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35455306611894116,0.0,0.0,0.19059550484765084,0.17204779109563684,0.19059550484765084,0.0,0.0,0.0,0.0,0.21640987608842768,0.21640987608842768,0.0,0.0,0.0,0.16378460497380942,0.0,0.17204779109563684,0.0,0.3125538570166259,0.0
1005116913,0.17042102444308077,0.21436365179538375,0.254889994888987,0.0,0.0,0.21436365179538375,0.0,0.0,0.5032715893402051,0.0,0.2407090139802477,0.0,0.22682086829443357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468939085321581,0.0,0.17042102444308077,0.0,0.0,0.0,0.23494426807293517,0.0,0.21436365179538375,0.21436365179538375,0.0,0.0,0.0,0.16223596937740498,0.0,0.17042102444308077,0.0,0.0,0.0
